region_id,region_name,province_id,province_name,commune_id,commune_name
10,Los Lagos,104,Palena,10401,Chaiten
10,Los Lagos,104,Palena,10402,Futaleufu
10,Los Lagos,104,Palena,10403,Hualaihue
10,Los Lagos,104,Palena,10404,Palena
11,Aysen del General Carlos Ibanez del Campo,111,Coihaique,11101,Coihaique
11,Aysen del General Carlos Ibanez del Campo,111,Coihaique,11102,Lago Verde
11,Aysen del General Carlos Ibanez del Campo,112,Aisen,11201,Aisen
11,Aysen del General Carlos Ibanez del Campo,112,Aisen,11202,Cisnes
11,Aysen del General Carlos Ibanez del Campo,112,Aisen,11203,Guaitecas
11,Aysen del General Carlos Ibanez del Campo,113,Capitan Prat,11301,Cochrane
11,Aysen del General Carlos Ibanez del Campo,113,Capitan Prat,11302,OHiggins
11,Aysen del General Carlos Ibanez del Campo,113,Capitan Prat,11303,Tortel
11,Aysen del General Carlos Ibanez del Campo,114,General Carrera,11401,Chile Chico
11,Aysen del General Carlos Ibanez del Campo,114,General Carrera,11402,Rio Ibanez
12,Magallanes y de la Antartica Chilena,121,Magallanes,12101,Punta Arenas
12,Magallanes y de la Antartica Chilena,121,Magallanes,12102,Laguna Blanca
12,Magallanes y de la Antartica Chilena,121,Magallanes,12103,Rio Verde
12,Magallanes y de la Antartica Chilena,121,Magallanes,12104,San Gregorio
12,Magallanes y de la Antartica Chilena,122,Antartica Chilena,12201,Cabo de Hornos
12,Magallanes y de la Antartica Chilena,122,Antartica Chilena,12202,Antartica
12,Magallanes y de la Antartica Chilena,123,Tierra del Fuego,12301,Porvenir
12,Magallanes y de la Antartica Chilena,123,Tierra del Fuego,12302,Primavera
12,Magallanes y de la Antartica Chilena,123,Tierra del Fuego,12303,Timaukel
12,Magallanes y de la Antartica Chilena,124,Ultima Esperanza,12401,Natales
12,Magallanes y de la Antartica Chilena,124,Ultima Esperanza,12402,Torres del Paine
13,Metropolitana de Santiago,131,Santiago,13101,Santiago
13,Metropolitana de Santiago,131,Santiago,13102,Cerrillos
13,Metropolitana de Santiago,131,Santiago,13103,Cerro Navia
13,Metropolitana de Santiago,131,Santiago,13104,Conchali
13,Metropolitana de Santiago,131,Santiago,13105,El Bosque
13,Metropolitana de Santiago,131,Santiago,13106,Estacion Central
13,Metropolitana de Santiago,131,Santiago,13107,Huechuraba
13,Metropolitana de Santiago,131,Santiago,13108,Independencia
13,Metropolitana de Santiago,131,Santiago,13109,La Cisterna
13,Metropolitana de Santiago,131,Santiago,13110,La Florida
13,Metropolitana de Santiago,131,Santiago,13111,La Granja
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana
13,Metropolitana de Santiago,131,Santiago,13113,La Reina
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado
13,Metropolitana de Santiago,131,Santiago,13118,Macul
13,Metropolitana de Santiago,131,Santiago,13119,Maipu
13,Metropolitana de Santiago,131,Santiago,13120,Nunoa
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda
13,Metropolitana de Santiago,131,Santiago,13122,Penalolen
13,Metropolitana de Santiago,131,Santiago,13123,Providencia
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta
13,Metropolitana de Santiago,131,Santiago,13128,Renca
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquin
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel
13,Metropolitana de Santiago,131,Santiago,13131,San Ramon
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura
13,Metropolitana de Santiago,132,Cordillera,13201,Puente Alto
13,Metropolitana de Santiago,132,Cordillera,13202,Pirque
13,Metropolitana de Santiago,132,Cordillera,13203,San Jose de Maipo
13,Metropolitana de Santiago,133,Chacabuco,13301,Colina
13,Metropolitana de Santiago,133,Chacabuco,13302,Lampa
13,Metropolitana de Santiago,133,Chacabuco,13303,Tiltil
13,Metropolitana de Santiago,134,Maipo,13401,San Bernardo
13,Metropolitana de Santiago,134,Maipo,13402,Buin
13,Metropolitana de Santiago,134,Maipo,13403,Calera de Tango
13,Metropolitana de Santiago,134,Maipo,13404,Paine
13,Metropolitana de Santiago,135,Melipilla,13501,Melipilla
13,Metropolitana de Santiago,135,Melipilla,13502,Alhue
13,Metropolitana de Santiago,135,Melipilla,13503,Curacavi
13,Metropolitana de Santiago,135,Melipilla,13504,Maria Pinto
13,Metropolitana de Santiago,135,Melipilla,13505,San Pedro
13,Metropolitana de Santiago,136,Talagante,13601,Talagante
13,Metropolitana de Santiago,136,Talagante,13602,El Monte
13,Metropolitana de Santiago,136,Talagante,13603,Isla de Maipo
13,Metropolitana de Santiago,136,Talagante,13604,Padre Hurtado
13,Metropolitana de Santiago,136,Talagante,13605,Penaflor
14,Los Rios,141,Valdivia,14101,Valdivia
14,Los Rios,141,Valdivia,14102,Corral
14,Los Rios,141,Valdivia,14103,Lanco
14,Los Rios,141,Valdivia,14104,Los Lagos
14,Los Rios,141,Valdivia,14105,Mafil
14,Los Rios,141,Valdivia,14106,Mariquina
14,Los Rios,141,Valdivia,14107,Paillaco
14,Los Rios,141,Valdivia,14108,Panguipulli
14,Los Rios,142,Ranco,14201,La Union
14,Los Rios,142,Ranco,14202,Futrono
14,Los Rios,142,Ranco,14203,Lago Ranco
14,Los Rios,142,Ranco,14204,Rio Bueno
15,Arica y Parinacota,151,Arica,15101,Arica
15,Arica y Parinacota,151,Arica,15102,Camarones
15,Arica y Parinacota,152,Parinacota,15201,Putre
15,Arica y Parinacota,152,Parinacota,15202,General Lagos
16,Nuble,161,Diguillin,16101,Chillan
16,Nuble,161,Diguillin,16102,Bulnes
16,Nuble,161,Diguillin,16103,Chillan Viejo
16,Nuble,161,Diguillin,16104,El Carmen
16,Nuble,161,Diguillin,16105,Pemuco
16,Nuble,161,Diguillin,16106,Pinto
16,Nuble,161,Diguillin,16107,Quillon
16,Nuble,161,Diguillin,16108,San Ignacio
16,Nuble,161,Diguillin,16109,Yungay
16,Nuble,162,Itata,16201,Quirihue
16,Nuble,162,Itata,16202,Cobquecura
16,Nuble,162,Itata,16203,Coelemu
16,Nuble,162,Itata,16204,Ninhue
16,Nuble,162,Itata,16205,Portezuelo
16,Nuble,162,Itata,16206,Ranquil
16,Nuble,162,Itata,16207,Treguaco
16,Nuble,163,Punilla,16301,San Carlos
16,Nuble,163,Punilla,16302,Coihueco
16,Nuble,163,Punilla,16303,Niquen
16,Nuble,163,Punilla,16304,San Fabian
16,Nuble,163,Punilla,16305,San Nicolas
